clientid,clientsecret,PickupIATA,Pickup,PZip,Pcountry,Pcity,plat,plong,DropIATA,Daddress,Dzip,Dcountry,Dcity,dLat,dlong
pincode,dGVzdF9jbGllbnQ=,KUL,Kuala Lumpur Intl Airport,,MY,Kuala Lumpur,2.750000005,101.7000004,,Seremban  70100 Seremban  Negeri Sembilan  Malaysia,,MY,Seremban,2.7239834,101.9476452
uktest,dGVzdF9jbGllbnQ=,,Rue du 8 Mai 1945  31bis,75010,FR,Paris,48.8763104,2.358863,,Rue René Caudron  2,78960,FR,Voisins-le-Bretonneux,48.758686,2.060844
pincode,dGVzdF9jbGllbnQ=,,Rua Engenheiro  (lvaro Pedro De Sousa  175 2765-191 Estoril),,PT,Lisbon,38.70761435,-9.400117855,,Av. Marechal Craveiro Lopes 390  1749-009 Lisbon  Portugal,,PT,Lisbon,38.75943841,-9.153902342
uktest,dGVzdF9jbGllbnQ=,,Manchester,M3,GB,Manchester,53.48075867,-2.242630482,,2 Mercury Way Trafford,M41 7PA,GB,Manchester,53.46406555,-2.335154057
pincode,dGVzdF9jbGllbnQ=,FCO,Fiumicino Airport,,IT,Rome,41.80027961,12.23888962,,LocalitÀ Sbarcatello  58019 Porto Ercole Gr  Italy,,IT,Porto Ercole,42.37356129,11.18828016
uktest,dGVzdF9jbGllbnQ=,,Smallbrook Queensway,B5 4EW,GB,Birmingham,52.47568893,-1.89893961,,Birmingham New Street,,GB,Birmingham,52.48293304,-1.893621325
pincode,dGVzdF9jbGllbnQ=,,Smallbrook Queensway,B5 4EW,GB,Birmingham,52.47568893,-1.89893961,,Birmingham New Street,,GB,Birmingham,52.48293304,-1.893621325
uktest,dGVzdF9jbGllbnQ=,,Smallbrook Queensway,B5 4EW,GB,Birmingham,52.47568893,-1.89893961,BHM,,,,,33.56442642,-86.75448608
pincode,dGVzdF9jbGllbnQ=,,Smallbrook Queensway,B5 4EW,GB,Birmingham,52.47568893,-1.89893961,,Birmingham,B1 - B48,GB,Birmingham,52.48415375,-1.896065831
uktest,dGVzdF9jbGllbnQ=,,Smallbrook Queensway,B5 4EW,GB,Birmingham,52.47568893,-1.89893961,,Birmingham,B1 - B48,GB,Birmingham,52.48415375,-1.896065831
pincode,dGVzdF9jbGllbnQ=,,Via Aurelia km 8,163,IT,Rome,41.88791275,12.40061951,,Rome,,IT,Rome,41.90278244,12.49636555
uktest,dGVzdF9jbGllbnQ=,,Via Aurelia km 8,163,IT,Rome,41.88791275,12.40061951,,Fiumicino,54,IT,Fiumicino,41.77152634,12.23000336
pincode,dGVzdF9jbGllbnQ=,BLL,Billund Airport,,DK,Billund,55.74027906,9.151669724,,Fonnesbechsgade 20 Dk 7400 Herning,,DK,Herning,56.13300128,8.979700074
uktest,dGVzdF9jbGllbnQ=,,Via Aurelia km 8,163,IT,Rome,41.88791275,12.40061951,,Fiumicino,54,IT,Fiumicino,41.77152634,12.23000336
pincode,dGVzdF9jbGllbnQ=,,Via Aurelia km 8,163,IT,Rome,41.88791275,12.40061951,,Rome,00010-00199,IT,Rome,41.89546585,12.4823246
uktest,dGVzdF9jbGllbnQ=,FCO,,,,,41.80447388,12.25079727,,Via Aurelia km 8,163,IT,Rome,41.88791275,12.40061951
pincode,dGVzdF9jbGllbnQ=,,Shoreditch High Street,,GB,London,51.52292252,-0.075684004,LCY,,,,,51.50396347,0.047118001
uktest,dGVzdF9jbGllbnQ=,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103,,Radisson Blu Belorusskaya  Moscow  Russia,125040,RU,Moskva,55.7831889,37.5793684
pincode,dGVzdF9jbGllbnQ=,TAS,International Airport,,UZ,Tashkent,41.26667108,69.36667038,,Amir Temur Str. C 4 No. 7/8 Tashkent  100000  Uzbekistan,,UZ,Tashkent,41.31743987,69.28034362
uktest,dGVzdF9jbGllbnQ=,AGP,Malaga Airport,,ES,Malaga,36.6794409,-4.495,,Santo Domingo De Guzman 7,,ES,Benalmadena,36.59394059,-4.572246878
pincode,dGVzdF9jbGllbnQ=,,Chemin de la Garenne  Roussillon  France,38150,FR,Roussillon,45.37816,4.823981,LYS,Saint Exupery Airport,,FR,Lyon,45.72555859,5.081110058
uktest,dGVzdF9jbGllbnQ=,LYS,Saint Exupery Airport,38150,FR,Lyon,45.72555859,5.081110058,,Chemin de la Garenne  Roussillon  France,38150,FR,Roussillon,45.37816,4.823981
pincode,dGVzdF9jbGllbnQ=,MRS,Provence Airport,38150,FR,Marseille,43.43666999,5.215000122,,Chemin de la Garenne  Roussillon  France,38150,FR,Roussillon,45.37816,4.823981
uktest,dGVzdF9jbGllbnQ=,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004,,Culand House  Congreve Street  London  UK,SE17 1ST,GB,London,51.4904197,-0.0824092
pincode,dGVzdF9jbGllbnQ=,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004,,Culand House  Congreve Street  London  UK,SE17 1ST,GB,London,51.4904197,-0.0824092
uktest,dGVzdF9jbGllbnQ=,,Theatreland,G1 2RL,GB,Glasgow,55.86595535,-4.253917217,LGW,,,,,51.15684509,-0.169773102
pincode,dGVzdF9jbGllbnQ=,,Theatreland,G1 2RL,GB,Glasgow,55.86595535,-4.253917217,,Glasgow,G12,GB,Glasgow,55.86562729,-4.257223129
uktest,dGVzdF9jbGllbnQ=,,Roussillon  Provence-Alpes-Côte d'Azur  France,84220,FR,Roussillon,43.902293,5.292936,MRS,Provence Airport,,FR,Marseille,43.43666999,5.215000122
pincode,dGVzdF9jbGllbnQ=,,Roussillon  Provence-Alpes-Côte d'Azur  France,84220,FR,Roussillon,43.902293,5.292936,MRS,Provence Airport,,FR,Marseille,43.43666999,5.215000122
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,12 Avenue Des Spelugues  Monte Carlo  Bp 179 Mc Monaco  98000,,MC,Monte Carlo,43.74008748,7.430061633
pincode,dGVzdF9jbGllbnQ=,NCL,,,,,55.03749847,-1.691666722,,Newcastle upon Tyne,NE1 4ST,GB,Newcastle upon Tyne,54.97520828,-1.622372985
uktest,dGVzdF9jbGllbnQ=,NCL,,,,,55.03749847,-1.691666722,,Metrocentre,NE11 9YG,GB,Gateshead,54.95764923,-1.668573022
pincode,dGVzdF9jbGllbnQ=,NCL,,,,,55.03749847,-1.691666722,,Baron House Neville Street,NE1 5EN,GB,Newcastle upon Tyne,54.96945572,-1.616160035
uktest,dGVzdF9jbGllbnQ=,,Manchester,M3,GB,Manchester,53.48075867,-2.242630482,,Talbot Road,M16 0PX,GB,Manchester,53.45724487,-2.287636995
pincode,dGVzdF9jbGllbnQ=,BOO,Bodo Airport,,NO,Bodo,67.26666725,14.36666942,,Storgaten 2  P.O. Box 371  N-8001 Bodo  Norway,,NO,Bodo,67.28209665,14.37389917
uktest,dGVzdF9jbGllbnQ=,KUL,Kuala Lumpur Intl Airport,,MY,Kuala Lumpur,2.750000005,101.7000004,,Taman Putra Perdana  Presint 1 62000 Wilayah Persekutuan  Putrajaya  Malaysia,,MY,Putrajaya,2.943130007,101.699857
pincode,dGVzdF9jbGllbnQ=,GMP,Gimpo International Airport,,KR,Seoul,37.55110964,126.7857963,ICN,Incheon International Airport,,KR,Seoul,37.42500044,126.3750014
uktest,dGVzdF9jbGllbnQ=,BCN,Barcelona Airport,,ES,Barcelona,41.29693906,2.078330088,,Carretera De Barcelona 84  Viladecans  Es,,ES,Barcelona El Prat Airport,41.32180095,2.028570025
pincode,dGVzdF9jbGllbnQ=,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103,,Staryy Petrovsko-Razumovskiy Proyezd  29,127287,RU,Moskva,55.800337,37.5605636
uktest,dGVzdF9jbGllbnQ=,,Staryy Petrovsko-Razumovskiy Proyezd  29,127287,RU,Moskva,55.800337,37.5605636,SVO,Sheremetyevo Airport,127287,RU,Moscow,55.9666691,37.41667103
pincode,dGVzdF9jbGllbnQ=,,Middlesex Turnpike  44,1730,US,Bedford,42.5088847,-71.2362839,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084
uktest,dGVzdF9jbGllbnQ=,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084,,44 Middlesex Turnpike,,US,Burlington (ma),42.5086556,-71.23605218
pincode,dGVzdF9jbGllbnQ=,,44 Middlesex Turnpike,,US,Burlington (ma),42.5086556,-71.23605218,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084
uktest,dGVzdF9jbGllbnQ=,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084,,44 Middlesex Turnpike,,US,Burlington (ma),42.5086556,-71.23605218
pincode,dGVzdF9jbGllbnQ=,,44 Middlesex Turnpike,,US,Burlington (ma),42.5086556,-71.23605218,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Via Monte Grappa  12b  20124  Milan  Italy,,IT,Milan,45.48095927,9.190041726
pincode,dGVzdF9jbGllbnQ=,DUB,Dublin International Airport,,IE,Dublin,53.42138886,-6.270000106,,The Coast Road  Malahide  Ie,,IE,Dublin,53.45082014,-6.148509824
uktest,dGVzdF9jbGllbnQ=,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103,,Staryy Petrovsko-Razumovskiy Proyezd  29,127287,RU,Moskva,55.800337,37.5605636
pincode,dGVzdF9jbGllbnQ=,,Staryy Petrovsko-Razumovskiy Proyezd  29,127287,RU,Moskva,55.800337,37.5605636,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103
uktest,dGVzdF9jbGllbnQ=,SVQ,Sevilla Airport,,ES,Sevilla,37.41806097,-5.893059895,,C/ Castelar 24,,ES,Sevilla,37.38729097,-5.99751782
pincode,dGVzdF9jbGllbnQ=,STR,Stuttgart Airport,,DE,Stuttgart,48.69000071,9.221940417,,Schwäbisch Hall  Germany,,DE,Schwäbisch Hall,49.1124645,9.7372649
uktest,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Grand Rue 24  Bursins  Ch,,CH,Lausanne,46.45135156,6.289230077
pincode,dGVzdF9jbGllbnQ=,BOM,Chhatrapati S Maharaj Airport,,IN,Mumbai,19.09166964,72.86611097,,Trident Hotel  Nariman Point Mumbai  Nariman Point  Mumbai  Maharashtr,400021,IN,Mumbai,18.9277306,72.8211985
uktest,dGVzdF9jbGllbnQ=,,Wendorfer Weg  5,23966,DE,Wismar,53.8979224,11.439901,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331
pincode,dGVzdF9jbGllbnQ=,,Wendorfer Weg  5,23966,DE,Wismar,53.8979224,11.439901,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331
uktest,dGVzdF9jbGllbnQ=,,Werftstraße  Wismar  Germany,23966,DE,Wismar,53.8978153,11.4456695,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331
pincode,dGVzdF9jbGllbnQ=,,Werftstraße  Wismar  Germany,23966,DE,Wismar,53.8978153,11.4456695,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331
uktest,dGVzdF9jbGllbnQ=,BLL,Billund Airport,,DK,Billund,55.74027906,9.151669724,,Fonnesbechsgade 20 Dk 7400 Herning,,DK,Herning,56.13300128,8.979700074
pincode,dGVzdF9jbGllbnQ=,,Silver Dart Dr  6301,L5P 1B2,CA,Mississauga,43.6777176,-79.6248197,,Simcoe St N  67,L1G 4S3,CA,Oshawa,43.8995506,-78.864101
uktest,dGVzdF9jbGllbnQ=,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68055897,-79.61276693,,67 Simcoe Street North,,CA,Oshawa (on),43.89931968,-78.86441042
pincode,dGVzdF9jbGllbnQ=,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68055897,-79.61276693,,67 Simcoe Street North,,CA,Oshawa (on),43.89931968,-78.86441042
uktest,dGVzdF9jbGllbnQ=,,67 Simcoe Street North,,CA,Oshawa (on),43.89931968,-78.86441042,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68055897,-79.61276693
pincode,dGVzdF9jbGllbnQ=,,67 Simcoe Street North,,CA,Oshawa (on),43.89931968,-78.86441042,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68055897,-79.61276693
uktest,dGVzdF9jbGllbnQ=,LGW,Gatwick Airport,KT3 4HG,GB,London,51.1499992,-0.183330001,LGW,Church Road Lowfield Heath Crawley West Sussex Rh11 0pq,,GB,Crawley,51.1461299,-0.181599002
pincode,dGVzdF9jbGllbnQ=,ROM,Rome,KT3 4HG,IT,Rome,41.90000037,12.48333013,,Viale Marisa Bellisario Snc 00155 Rome Rome,,IT,Rome,41.9222702,12.49351992
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,West Dr  3800,18034,US,Upper Saucon Township,40.5502873,-75.423775
pincode,dGVzdF9jbGllbnQ=,,Stationsplein  1,3013 AJ,NL,Rotterdam,51.9242853,4.4698915,,Wilhelminakade 137,,NL,Rotterdam,51.90642558,4.488395207
uktest,dGVzdF9jbGllbnQ=,,500 Argyle Street  Anderston  Glasgow  Glasgow  G3 8rr,,GB,Glasgow And Surroundings,55.86015913,-4.268683816,,Edinburgh Waverley Railway Station,,GB,Edinburgh,55.952032,-3.189987985
pincode,dGVzdF9jbGllbnQ=,,500 Argyle Street  Anderston  Glasgow  Glasgow  G3 8rr,,GB,Glasgow And Surroundings,55.86015913,-4.268683816,,Spittal Street    Stirling Fk8 1du  Stirlingshire United Kingdom,,GB,Stirling,56.1194536,-3.942042826
uktest,dGVzdF9jbGllbnQ=,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68055897,-79.61276693,,Concession 8 Nottawasaga Rd  2111,L0M 1L0,CA,Glen Huron,44.3510052,-80.1808581
pincode,dGVzdF9jbGllbnQ=,,Concession 8 Nottawasaga Rd  2111,L0M 1L0,CA,Glen Huron,44.3510052,-80.1808581,YYZ,Lester B. Pearson Intl Airport,L0M 1L0,CA,Toronto,43.68055897,-79.61276693
uktest,dGVzdF9jbGllbnQ=,,Concession 8 Nottawasaga Rd  2111,L0M 1L0,CA,Glen Huron,44.3510052,-80.1808581,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68055897,-79.61276693
pincode,dGVzdF9jbGllbnQ=,GLA,Glasgow Intl Airport,,GB,Glasgow,55.87195145,-4.433050184,,Whitecart Road  Paisley  Pa3 2th,,GB,Paisley,55.86213305,-4.425758103
uktest,dGVzdF9jbGllbnQ=,CWL,Cardiff Airport,,GB,Cardiff,51.4000012,-3.349999894,,Port Road  Rhoose,,GB,Cardiff,51.40737098,-3.304320016
pincode,dGVzdF9jbGllbnQ=,EZE,Pistarini Airport,,AR,Buenos Aires,-34.82222026,-58.53582768,,Macacha Guemes 351  S/m Puerto Madero  Buenos Aires,,AR,Buenos Aires,-34.60530369,-58.36370008
uktest,dGVzdF9jbGllbnQ=,CAI,Cairo Intl Airport,,EG,Cairo,30.1219402,31.40556156,CCE,Corniche El Nil  1113,11221,EG,Ismailia,30.0458889,31.2320351
pincode,dGVzdF9jbGllbnQ=,,Garstang Road  Broughton    Preston Pr3 5jb  Lancashire United Kingdom,SW9 6AP,GB,Preston,53.80604121,-2.717761086,,Manchester Airport (MAN)  Manchester  UK,M90 1QX,GB,Manchester,53.3588026,-2.2727303
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,14 Rue Beaujon  75008 Paris  France,,FR,Paris,48.87497247,2.301378026
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,PAR,Musée du Louvre  Rue de Rivoli  Paris  France,75001,FR,Paris,48.8606111,2.337644
uktest,dGVzdF9jbGllbnQ=,,Jalan Venna P5/2  1,62200,MY,Putrajaya,2.8992167,101.6725744,KUL,Kuala Lumpur Intl Airport,,MY,Kuala Lumpur,2.750000005,101.7000004
pincode,dGVzdF9jbGllbnQ=,SUB,Juanda Airport,62200,ID,Surabaya,-7.379999761,112.7850013,,Jl. Mayjen Sungkono  87-89,60224,ID,Gunung Sari,-7.2936728,112.7202657
uktest,dGVzdF9jbGllbnQ=,DPS,Ngurah Rai Airport,62200,ID,Denpasar-bali,-8.749999959,115.1667019,,Jalan Raya No 30a Seminyak  Kuta,60224,ID,Seminyak (bali),-8.687000002,115.167904
pincode,dGVzdF9jbGllbnQ=,,Avenue Greiner  1,4100,BE,Seraing,50.6148932,5.5139522,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101
uktest,dGVzdF9jbGllbnQ=,,Avenue Greiner  1,4100,BE,Seraing,50.6148932,5.5139522,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101
pincode,dGVzdF9jbGllbnQ=,,Brussels Midi Station,,BE,Brussels,50.83646962,4.334916161,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101
uktest,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Avenue de Rhodanie  4,1007,CH,Lausanne,46.508234,6.624191
pincode,dGVzdF9jbGllbnQ=,,Beirut International Airport  Beirut  Lebanon,,LB,Beirut,33.8193756,35.4912043,,Four Seasons Hotel Beirut  Minet El Hosn  Beirut  Lebanon,,LB,?????,33.9016751,35.4990041
uktest,dGVzdF9jbGllbnQ=,,Via Martiri Cefalonia  42D,20097,IT,San Donato Milanese,45.415855,9.269534,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368
pincode,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,20097,IT,Milan,45.63000083,8.728610368,,Via Martiri Cefalonia  42D,20097,IT,San Donato Milanese,45.415855,9.269534
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,108 Rue Saint Lazare  Paris 75008  France,,FR,Paris,48.87555304,2.326182925
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,108 Rue Saint Lazare  Paris 75008  France,,FR,Paris,48.87555304,2.326182925
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,108 Rue Saint Lazare  Paris 75008  France,,FR,Paris,48.87555304,2.326182925
pincode,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Avenue De Cour 99,,CH,Lausanne,46.51592417,6.614178034
uktest,dGVzdF9jbGllbnQ=,,Chemin de Bellerive  Lausanne  Switzerland,1007,CH,Lausanne,46.5111032,6.6214467,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031
pincode,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Chemin de Bellerive  Lausanne  Switzerland,1007,CH,Lausanne,46.5111032,6.6214467
uktest,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Avenue de Rhodanie  4,1007,CH,Lausanne,46.508234,6.624191
pincode,dGVzdF9jbGllbnQ=,,Chemin de Bellerive  23,1007,CH,Lausanne,46.5102186,6.6207417,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,97 Avenue Maurice Berteaux  Poissy,,FR,Paris,48.9332374,2.042578957
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,97 Avenue Maurice Berteaux  Poissy,,FR,Paris,48.9332374,2.042578957
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,Washington St  191,19428,US,Conshohocken,40.0709741,-75.3052765
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,191 Washington Street,19428,US,Philadelphia (pa),40.07128894,-75.30526715
uktest,dGVzdF9jbGllbnQ=,,Corfu  Greece,,GR,Corfu,39.6249838,19.9223461,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,97 Avenue Maurice Berteaux  Poissy  Fr,,FR,Poissy,48.93280027,2.042219945
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,97 Avenue Maurice Berteaux  Poissy,,FR,Paris,48.9332374,2.042578957
pincode,dGVzdF9jbGllbnQ=,PMI,Palma Mallorca Airport,,ES,Palma Mallorca,39.55166863,2.738890062,,Ctra Ma 19 Salida 20  Llucmajor  07620  Es,,ES,Majorca,39.4748734,2.827525
uktest,dGVzdF9jbGllbnQ=,PMI,Palma Mallorca Airport,,ES,Palma Mallorca,39.55166863,2.738890062,,Carretera Ma-19  Salida 20 (lluchmayor),,ES,Llucmajor,39.47502708,2.827263105
pincode,dGVzdF9jbGllbnQ=,,Via Amedeo Peyron  16,10143,IT,Torino,45.0783584,7.6631883,BGY,Bergamo Orio Al Serio Airport,,IT,Milan,45.66888851,9.700279909
uktest,dGVzdF9jbGllbnQ=,,510 Market Street    Pittsburgh  15222,,US,Pittsburgh (pa),40.44100025,-80.00199892,PIT,International Airport,,US,Pittsburgh,40.48333034,-80.2333306
pincode,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,NES,303 Lexington Avenue New York  Ny 10016 37th And Lexington,,US,New York (ny),40.74842706,-73.9780726
uktest,dGVzdF9jbGllbnQ=,,Great Hockham  Thetford  UK,IP24 1NY,GB,Great Hockham,52.4933539,0.872473,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,PMI,Palma Mallorca Airport,,ES,Palma Mallorca,39.55166863,2.738890062,,Carrer de la Mitja Lluna  4,7015,ES,Palma,39.554143,2.599255
uktest,dGVzdF9jbGllbnQ=,GLA,Glasgow Intl Airport,,GB,Glasgow,55.87195145,-4.433050184,,Bowfield Road,,GB,Howwood,55.79744433,-4.569035835
pincode,dGVzdF9jbGllbnQ=,PMI,Palma Mallorca Airport,,ES,Palma Mallorca,39.55166863,2.738890062,,Carretera Ma-19  Salida 20 (lluchmayor),,ES,Llucmajor,39.47502708,2.827263105
uktest,dGVzdF9jbGllbnQ=,DUR,King Shaka Intl Airport,,ZA,Durban,-29.61667013,31.11666846,,Lagoon Beach 6,,ZA,Umhlanga,-29.72511646,31.08780067
pincode,dGVzdF9jbGllbnQ=,BTS,M R Stefanik Airport,,SK,Bratislava,48.16667161,17.21667001,,Vasvari Pal Utca 1/b,,HU,Gyor,47.66908209,17.6466031
uktest,dGVzdF9jbGllbnQ=,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084,,1271 Boylston Street Boston Ma 02116,,US,Boston (ma),42.34507599,-71.09679828
pincode,dGVzdF9jbGllbnQ=,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084,,891 Massachusetts Ave,,US,Boston (ma),42.33183566,-71.07128752
uktest,dGVzdF9jbGllbnQ=,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084,,891 Massachusetts Ave,,US,Boston (ma),42.33183566,-71.07128752
pincode,dGVzdF9jbGllbnQ=,SOF,Sofia Airport,,BG,Sofia,42.69500024,23.40833041,,Stara Zagora  Bulgaria,,BG,Stara Zagora,42.4257769,25.6344644
uktest,dGVzdF9jbGllbnQ=,,Otto-Flimm-Str  1,53520,DE,Nürburg,50.3329354,6.9457297,CGN,Cologne/bonn Airport,,DE,Cologne/bonn,50.86582918,7.142780034
pincode,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993,,Calle Silva 6,,ES,Madrid,40.42073166,-3.707521023
uktest,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993,,Calle Silva 6,,ES,Madrid,40.42073166,-3.707521023
pincode,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993,,Calle Silva 6,,ES,Madrid,40.42073166,-3.707521023
uktest,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993,,Calle Silva 6,,ES,Madrid,40.42073166,-3.707521023
pincode,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993,,Calle Silva 6,,ES,Madrid,40.42073166,-3.707521023
uktest,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993,,Calle Silva 6,,ES,Madrid,40.42073166,-3.707521023
pincode,dGVzdF9jbGllbnQ=,HRK,Osnova Intl Airport,,UA,Kharkiv,50.00000025,36.24999959,PLV,Poltava Airport,,UA,Poltava,49.56861917,34.39722881
uktest,dGVzdF9jbGllbnQ=,,Route de Saint-Julien  7,1227,CH,Carouge,46.1775593,6.1351743,,Rue d'Etrembières  1,74100,FR,Annemasse,46.191158,6.2338819
pincode,dGVzdF9jbGllbnQ=,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134
uktest,dGVzdF9jbGllbnQ=,RTM,Rotterdam Airport,,NL,Rotterdam,51.95694166,4.437220015,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134
pincode,dGVzdF9jbGllbnQ=,PER,Perth Airport,,AU,Perth,-31.93333028,115.9666947,,Nurstead Ave  4,6054,AU,Bassendean,-31.9003768,115.9579093
uktest,dGVzdF9jbGllbnQ=,PER,Perth Airport,,AU,Perth,-31.93333028,115.9666947,,Wellington St  33,6004,AU,Perth,-31.9569313,115.8745153
pincode,dGVzdF9jbGllbnQ=,ABZ,Dyce Airport,,GB,Aberdeen,57.19999977,-2.20000009,,96 Rosemount Viaduct,,GB,Aberdeen,57.14872896,-2.109859949
uktest,dGVzdF9jbGllbnQ=,MRS,Aéroport Marseille Provence (MRS)  Marignane  France,13727,FR,Marignane,43.4384235,5.214414,MPL,Mediterranee Airport,,FR,Montpellier,43.58333123,3.96139019
pincode,dGVzdF9jbGllbnQ=,ABZ,Dyce Airport,,GB,Aberdeen,57.19999977,-2.20000009,,96 Rosemount Viaduct,,GB,Aberdeen,57.14872896,-2.109859949
uktest,dGVzdF9jbGllbnQ=,BOG,El Dorado Intl Airport,,CO,Bogota,4.700000017,-74.15000212,,Carrera 15a 125-26 Bogota  Cundinamarca  Bogota  Colombia,,CO,Bogota,4.644722869,-74.0671451
pincode,dGVzdF9jbGllbnQ=,BOG,El Dorado Intl Airport,,CO,Bogota,4.700000017,-74.15000212,,Carrera 15a 125-26 Bogota  Cundinamarca  Bogota  Colombia,,CO,Bogota,4.644722869,-74.0671451
uktest,dGVzdF9jbGllbnQ=,EXT,Exeter Airport,,GB,Exeter,50.73333034,-3.416670011,PLH,City Airport,,GB,Plymouth,50.41666911,-4.116669845
pincode,dGVzdF9jbGllbnQ=,INN,Innsbruck Airport,,AT,Innsbruck,47.2602816,11.3438898,,Salurner Str.  15,6020,AT,Innsbruck,47.262251,11.3958094
